,M33,M43,M23,M36,M37,M5,P10,M2,P25,M17,P26,M10,P9,M31,M48,P35,P17,P31,P36,P29,P19,P27,P6,M35,M6,P45,M40,P15,P33,P39,P48,M45,M29,M18,M44,P2,P38,M15,P12,P20,M7,P24,P43,P41,P16,P37,M4,P3,P8,M30,M26,P7,M39,P21,P4,M28,P18,P47,P5,P46,M27,M46,M20,M47,M16,P30,M38,P40,P28,M24,M3,M19,P44,M25,M41,M14,M8,P23,M21,P14,M9,M12
M28,19.71742744,33.93124918,16.07642691,24.85735514,50.23602729,46.30913655,22.5280949,19.15503965,27.1330212,30.65863654,38.28279693,37.27655885,31.80527115,29.41511256,18.7222039,22.24843766,19.35194147,22.92845829,21.65985763,30.21295598,20.05354942,32.92214154,24.62255799,22.81806076,7.183391229,30.6858002,31.92782339,27.00238548,13.77328942,22.92207449,22.96343975,39.29041587,33.40986318,20.20384504,33.34398919,22.2262091,20.62971033,35.85431543,20.19583162,14.93059504,18.65672158,15.20634854,29.44261713,39.89991614,15.39871813,42.26518219,32.30293011,25.53422432,20.97949143,21.83565422,39.45454754,26.96926922,20.07935183,20.21770005,26.67062528,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18,41.15943649,35.37554686,21.84747144,26.46879092,40.04309827,34.48446512,45.29727521,17.74612441,50.58423615,34.93073712,30.13988717,37.82310168,46.58112113,35.00999031,35.60734093,45.87841638,51.29964742,43.68706145,43.26267948,28.82281259,35.33359051,43.74047404,47.78480732,58.45221261,34.53858155,17.56829019,29.12613952,46.61840971,38.3380096,41.99416791,30.10185496,18.43064814,29.44657503,53.94908071,45.84041916,23.70440699,46.26503218,38.8771336,49.52812205,69.05278533,41.26997739,36.77273152,41.85033161,56.06909815,35.19864586,37.60273537,42.16291369,45.72831562,44.48273431,49.33391166,38.98772283,44.76414871,43.37321744,45.48025984,42.36512719,17.4080511,,,,,,,,,,,,,,,,,,,,,,,,,,
P47,32.99103531,52.92585399,24.27677423,20.80707224,55.63775674,50.59057338,52.05329811,22.37061584,48.60611874,30.46878542,41.5101027,38.9998773,56.44806101,41.65083463,32.08630462,45.10731285,30.60811673,41.36852258,41.61121868,27.81239142,33.67394929,47.1196524,49.29174529,53.23747959,32.79171195,24.25138442,32.47064284,49.43836941,29.39646736,34.15562027,26.32627406,33.06643879,27.98456419,47.73868744,45.79676172,22.03315089,39.188992,38.94706265,39.9021233,36.62426745,35.74410432,25.91250469,52.56045386,45.37530153,25.22224015,53.45916067,41.35333581,48.16946092,37.99791326,33.24332956,47.38781173,45.47448315,28.52945336,47.34788137,50.70318026,30.34529984,44.96024527,,,,,,,,,,,,,,,,,,,,,,,,,
P5,25.41334426,34.76580911,10.50800376,19.5519175,42.0736723,44.39527207,29.36940433,18.90123088,35.92319935,17.3666651,43.87936076,29.56674414,41.97643589,20.55379837,43.04612851,30.9181282,26.79414292,28.66894936,24.86983694,47.63319298,23.40068445,36.19775673,32.13858725,28.051374,15.46330549,19.31425646,37.4944828,55.20900208,31.08761258,25.62498361,42.49561741,22.51324484,46.66687698,27.47441877,55.90356115,39.33209519,33.73450253,53.75422007,36.74453121,41.69872454,22.72890517,35.41829389,51.62931506,54.63261087,32.19222495,52.14475002,54.05222998,50.03049468,30.82483669,30.32750799,51.47724293,42.53420572,44.5099622,35.00267868,51.62970069,35.58204572,35.49206752,37.10857625,,,,,,,,,,,,,,,,,,,,,,,,
P46,41.08925178,26.15614154,30.01849708,33.32203272,29.49021831,30.80379116,23.46046807,26.77875892,26.90350953,16.6798947,23.13496959,30.61022963,23.27387274,28.59879733,39.34169435,22.2850045,15.63931535,31.91556171,26.33301642,45.63611355,32.49315018,20.60852924,33.55228669,19.23884187,16.91125377,36.98161065,33.57237095,28.84784181,34.76021958,52.02134735,40.56450164,32.77093867,47.47968058,13.4351003,29.28328141,24.43307887,27.72755052,22.54618828,22.95262832,21.26697327,8.264361072,36.87443,22.77352421,32.55374329,40.27520131,21.89260217,25.50945323,25.57631283,10.57122071,26.36395968,26.00464803,17.72942769,30.94134646,24.0230212,18.10547341,24.52305052,21.86464005,25.7412596,29.59762129,,,,,,,,,,,,,,,,,,,,,,,
M27,36.7880007,56.25906876,25.17682686,28.04489575,67.42479454,59.54476694,42.84503319,25.22863533,40.65721086,45.44065625,50.49188721,46.94854229,47.57665834,41.86040928,40.74174866,34.72016301,44.56048795,36.67090635,31.483627,46.6469389,39.6158476,52.71520779,53.0047242,34.56358883,23.78595096,30.0264019,45.42255133,49.55994413,29.76887444,36.13848628,40.43639871,32.84750654,48.10507605,33.09758808,48.16112312,33.83441832,34.96156589,51.79595437,33.94409862,36.69824544,33.99172536,29.39734452,53.81523322,56.864891,33.28878505,54.56445231,51.50671802,42.13402286,28.26367056,38.29635227,60.89299059,38.01923984,30.55629779,30.67796754,38.52962865,48.18034192,38.28191829,45.1318168,52.57437064,36.84171703,,,,,,,,,,,,,,,,,,,,,,
M46,41.94445984,36.25843297,27.08583231,34.64689743,40.28068132,40.70161862,38.02376987,24.40279111,29.93338226,28.27177958,32.3191582,36.02847768,29.88934189,33.64498689,36.03832701,21.96744226,29.94073677,34.37343846,25.68802208,31.61403056,35.14762453,29.32616528,38.07193785,30.2215853,22.67192454,36.96381322,53.77737525,24.68248396,28.93776227,43.60943566,36.05394999,31.55391315,35.61426674,19.76278185,31.84554995,21.87752662,25.33716416,19.72421503,21.97427653,24.60267293,16.53742733,27.4015919,28.7596917,37.0024925,35.02685222,27.68302567,26.56853212,22.43795054,13.0612199,26.93653734,29.16577945,23.6433357,20.14292913,25.11499924,18.35683265,22.17339421,25.58221943,34.22899161,21.1530135,53.75715569,38.15353527,,,,,,,,,,,,,,,,,,,,,
M20,27.74287381,29.46955341,12.41539581,18.95385861,24.31196486,30.97981098,38.78458895,13.19879497,41.26715561,30.91982207,24.65692356,26.89132773,35.64592606,30.9620203,27.49315792,48.63317935,37.50632555,34.59366789,39.66702401,24.34198888,27.4209509,25.40915285,35.27499758,42.22547166,18.40673236,13.9257314,21.03713985,35.72058772,36.18608063,29.245102,26.41052168,19.81097247,27.82221571,45.94298078,39.67456239,23.6145033,44.10419069,40.61680901,46.57992899,55.35979176,43.10347115,37.14474641,36.97961531,39.02047884,32.14747748,34.71590157,42.74054894,47.2943356,46.42246354,38.13276097,35.44819417,47.00429111,46.45421776,39.13505241,44.16702914,18.70072346,48.39218197,37.16873822,42.54734765,19.61398031,31.14958833,11.28399718,,,,,,,,,,,,,,,,,,,,
M47,22.47642687,31.12107544,8.412032838,10.38773383,30.37517253,27.27853512,39.51968996,7.584263969,41.13374389,18.21973439,28.49812682,21.11486945,36.90874268,22.91977516,25.47998251,34.41836262,26.3894323,27.72688775,32.86670443,21.11413219,19.2797424,33.7772432,37.26811329,48.51919693,24.95268705,14.57254791,22.77280462,50.78138987,25.02220902,26.22271063,25.87506392,14.50078724,23.29557432,47.21580561,40.5508684,17.73882908,32.91617081,32.43258245,32.62755426,43.56477724,32.46087984,25.09754426,41.63120877,40.4614644,26.21724084,32.35979341,39.09068966,45.61359546,35.01722862,31.60524547,39.19903172,35.77900264,26.87128858,42.8484946,48.82167459,13.60860488,52.15716264,54.41087955,35.06473995,18.76145674,25.50662248,17.51157425,45.96115894,,,,,,,,,,,,,,,,,,,
M16,31.97284338,28.0927349,25.41577475,19.67270708,31.9822546,28.52693353,38.51677537,18.40497167,43.86349813,40.15896935,29.50780982,32.73081439,32.47468136,42.92922597,19.39032754,47.45602238,38.40435412,45.09419125,48.06529801,18.76483601,32.21052211,25.58953621,43.58124997,43.69577448,20.72381488,19.86136709,16.89320965,23.61272827,30.20022053,32.60387002,12.75524034,30.62975905,11.11857805,47.29580641,28.08899081,10.59847349,46.30070373,20.63455465,47.7672479,34.10774263,45.23597399,30.69175235,26.23264846,31.82295721,22.53882453,28.41242577,23.39446795,30.35465852,39.56044611,43.91041901,29.19205677,33.34095106,49.22549622,40.16058424,27.38311523,25.64818332,41.96542701,37.53152802,31.94493309,21.31945874,34.91510278,19.54978086,40.39288234,30.16747164,,,,,,,,,,,,,,,,,,
P30,28.74271647,24.07821714,17.71936009,22.8194019,34.34488696,26.66033203,26.6310986,21.68069704,40.32812097,26.67730988,26.1288591,25.35711515,38.41771132,41.43309577,35.15856731,45.74410097,30.8983491,46.74758548,38.03823205,36.73916701,27.89334752,32.97207147,34.43477657,36.02683409,12.74759934,20.76109665,25.23819276,35.99291443,37.17368609,36.88160684,30.74472092,30.51441855,35.0923628,38.61386614,43.6607559,15.57428483,48.72869427,32.25637547,44.0582099,37.60399233,30.54282646,35.48597022,31.97018148,45.98139837,35.1057207,34.20720025,33.24908818,33.08820193,28.88949754,47.16524888,35.67416515,40.32202931,50.82582472,35.5192254,30.86823766,27.46659692,39.95826386,27.55943923,49.31175248,29.24128027,39.53585936,18.71551737,40.22842179,24.95833974,42.61336236,,,,,,,,,,,,,,,,,
M38,30.64423196,25.22524986,25.36800514,24.27189985,28.66334947,25.9295003,28.55804298,23.26837641,34.00070463,26.68351527,24.99769509,23.775477,38.83412167,42.76802743,19.36507816,66.62692998,36.09224359,46.66465983,48.60964546,23.47595527,33.00106462,27.96553488,33.33762854,47.07065659,22.32105309,18.1351916,22.6523718,23.87325772,40.55234816,31.18445879,15.91218742,28.67697869,18.18515632,52.78876572,30.81874697,10.32364999,57.72006589,23.18315084,54.71219674,30.72385062,42.8538019,37.02073888,32.09973039,36.62720076,27.79158691,38.22105136,27.57531212,28.95761369,32.20494069,46.46052149,32.04686065,38.18684919,60.3000536,41.94031124,30.96098018,20.69055552,39.99019464,34.2487876,29.36396138,16.02329593,26.80372432,12.13799833,51.70232875,29.87403173,50.61253406,45.78239361,,,,,,,,,,,,,,,,
P40,17.65893631,27.67737315,8.592181265,18.78608282,44.74821688,35.40389222,18.19105613,20.31161707,29.16875302,18.40850852,36.93304712,24.76842972,42.83951749,23.32689249,31.12222254,30.72893184,16.7223394,30.78308987,22.72910038,38.28289474,15.69358957,40.20133501,25.76552169,24.85059444,7.661052341,24.28289029,44.03658195,42.01111681,21.86344306,22.03931756,26.47115567,25.70276044,35.51579485,27.0318999,45.41888927,25.48858839,31.20085869,47.12437326,25.99245214,24.40211468,31.16873328,20.77850679,37.47079091,50.48780238,20.00534068,50.61520893,47.58246375,34.11183241,25.7536872,24.33384115,51.76735958,36.38483973,29.55121473,27.03429207,38.45192676,39.09567049,28.98213596,31.86001193,55.41175639,26.30453391,45.57347541,25.14837751,28.39412464,28.54398527,32.57142773,47.44826552,26.99502034,,,,,,,,,,,,,,,
P28,26.65733342,29.12399163,12.77513533,26.76542192,48.9691363,42.45536981,29.43829011,21.94429849,36.32633009,22.91386443,33.88272286,34.26917616,41.80482313,27.72742662,30.66549431,29.46901373,34.01428225,34.30121666,30.86254761,37.93863007,26.12195471,41.71543062,36.69188753,32.04023851,12.36688039,22.28559198,34.02298439,37.47051947,23.49240777,28.90580437,23.30376874,32.40426812,35.59647756,29.25600731,45.03469075,35.19466156,29.75193048,42.16658297,35.25496968,40.10566751,28.05347279,27.3256809,37.6042633,61.30870164,21.64046336,48.58188869,46.16136138,40.53863277,31.85609387,37.1052589,49.78145906,36.44338361,41.44661177,29.91182423,42.3706542,40.70041875,39.32918065,32.14736325,58.1942947,27.55975195,48.10622819,25.23445067,34.76460085,26.97374722,36.86755312,45.20795351,30.57391319,53.71483347,,,,,,,,,,,,,,
M24,43.03508236,22.18451506,30.01604359,23.34716081,23.31961555,18.68078434,23.74085813,24.98275172,32.44588906,20.8009632,21.45765157,20.83249862,27.02948894,28.45531905,44.72829006,31.29242011,29.85458655,32.16860921,25.42499433,42.59878705,40.36665963,26.53429484,29.37006457,33.38779181,32.92409657,20.17681329,23.66301505,37.20029742,52.88941036,37.86707037,36.00423805,23.50229049,38.76069515,26.04266779,27.20360378,16.35121077,36.91957085,19.39085252,32.97309117,31.73454029,20.14167589,50.19457192,24.27260022,31.59637206,55.69199654,21.11766177,20.82648166,30.0810451,16.86725472,31.56389854,23.40306939,24.96127798,39.13375173,40.41527824,24.97010895,13.59042608,34.26376182,28.27579827,34.95474911,40.97704158,27.31954439,32.96152045,33.00877087,26.62183378,29.36745515,34.78165373,30.43289212,22.9036852,30.56626495,,,,,,,,,,,,,
M3,21.47080456,30.32930366,10.35020868,20.42313586,37.16257036,39.82490991,29.91382423,18.42433534,26.82676798,28.44188256,32.28310491,28.76714231,42.31476894,30.2995213,29.33070844,37.27000137,31.53330022,32.72005442,25.53454724,38.67486417,19.12432369,30.25807737,32.87533753,31.19108184,11.82959023,15.60940487,31.05941626,47.62554954,26.35411464,22.54232637,30.5840109,25.05913906,35.81215149,31.31004761,63.94362576,34.0828229,29.92052908,54.41386184,39.26842278,42.02789156,30.4572581,28.08889534,37.77051799,53.86213392,25.716009,46.4274892,49.00386169,48.86177622,38.2914564,34.26511588,41.08697026,45.82730968,41.03280805,30.56198979,52.60026298,30.92251038,33.8769892,40.42527518,58.19706781,26.95745352,42.97222963,23.51566586,42.06231359,35.11345954,27.48121465,36.80611459,30.02324615,41.59365189,49.703694,25.71323843,,,,,,,,,,,,
M19,38.65983324,22.25272827,20.89695245,27.60187275,19.65880495,23.798268,26.19598934,17.5935322,28.13302129,16.50931757,18.59669835,27.28383942,21.36323934,24.79116696,36.5974095,30.07328455,26.48429481,29.2015671,26.41152661,38.39559525,33.3129984,17.21218175,27.24174299,29.6506246,20.53193931,21.80079021,25.97249217,31.91067959,46.33908582,48.05447068,47.20479531,19.28253703,45.88543219,23.1398021,37.80051824,18.39765358,31.74052877,25.84633672,33.21478681,33.20543736,16.16552854,45.71598857,31.33660046,33.23996595,58.50436318,21.52639155,31.95375803,27.65512586,17.0448361,34.38033745,30.27333795,25.34242336,39.72832522,28.36094921,27.72153894,18.21274514,32.760155,20.45438645,37.20707617,37.26666473,26.68179978,27.79140317,36.06261058,27.07995118,23.91726884,38.00208684,26.964439,26.5683666,29.13454329,53.09331368,31.45000727,,,,,,,,,,,
P44,25.5883235,40.50306411,13.83239501,21.17755989,40.11570377,41.70114443,31.25994545,19.04280307,39.42277901,20.54090246,37.01574257,31.05135618,44.99545428,30.47754915,37.19728842,44.59213556,26.81985128,34.73367556,33.28178339,36.15823537,25.20555975,31.20491686,40.24866824,35.9586859,14.09573393,26.1207601,34.86862267,42.47824495,32.18759242,31.33951071,33.54778719,34.02717315,33.98428122,38.58957346,63.65135609,26.83847397,43.66855625,41.47671438,42.18118583,38.92048838,30.16339041,34.03847652,54.09155576,52.27954795,28.70192111,48.73069686,47.52353789,44.73142721,35.77712286,36.75971794,51.3186715,42.08517411,43.35619185,33.66201015,48.97443368,30.38074773,42.32856887,45.77332434,63.223409,34.42874251,44.63005657,26.28204244,39.77728603,42.66937362,34.7179375,55.89851798,36.14563632,54.93577942,53.23043698,30.95820444,53.33397941,37.30460368,,,,,,,,,,
M25,30.34875941,28.30930752,15.3523925,20.50522941,21.81384385,30.35613546,42.2222632,10.38552519,46.81955761,29.90368823,30.95091778,28.15244001,34.44053899,39.58208757,28.70193414,50.69049451,34.25112114,44.43938236,49.26091241,21.36269484,27.68248914,29.77927557,38.40941186,44.84858403,19.3810836,19.26148539,21.22085627,30.16432916,32.22889628,34.16813874,22.63714248,23.37452278,19.20725368,52.45633709,38.80083117,25.81776264,45.80763938,27.32180819,46.99675779,38.66353973,35.55605788,34.33886788,39.70000367,41.76507837,31.21408575,35.63214357,38.38234759,30.11532414,33.65246619,43.50487883,38.84387416,41.14982157,45.23652263,45.82978195,46.70848681,15.35944561,42.93219249,32.42202556,45.65512985,20.86402387,25.56680422,14.79063564,52.2161233,39.47651645,47.34496654,53.68665028,48.25645977,37.82283995,38.23263072,32.57830186,31.33572062,35.98433126,54.84403685,,,,,,,,,
M41,37.99548806,49.8424113,17.48756381,29.1062809,65.99983994,51.16563899,38.79117551,20.53886219,42.42074851,35.43271627,43.81507638,47.30963405,47.19592937,41.70628242,38.33934611,31.38632376,27.64802314,43.46358608,35.19136002,44.14982637,31.7843144,47.35905105,40.92562161,34.07749056,15.55940414,35.26925742,39.57248032,50.09567204,27.2459129,38.70678031,35.8711502,38.83594666,45.17383457,30.7880935,48.67203359,28.4235828,33.84236883,46.05734552,34.76204858,32.02210982,23.19639798,31.14778153,42.22520398,61.1855502,25.43213242,53.79170334,44.50704515,38.2877305,27.60501251,30.08922333,51.52089986,43.63311257,32.11811274,35.83999384,40.89708749,53.10274226,41.16010173,46.53884723,49.29977065,39.6937141,64.82839254,34.41114742,31.63557748,34.91171972,32.97359868,47.93773526,29.66901379,55.77279275,49.94004607,25.09929268,42.00656754,30.54059908,49.66457521,29.7719132,,,,,,,,
M14,23.95430644,27.40605209,17.03610093,18.2975674,22.00412872,29.05810828,29.59108213,8.71873652,36.38178885,33.92532896,33.27417418,29.21193673,28.81670104,28.62835491,34.79124769,29.43739768,36.88600282,31.35963386,25.95568638,29.25434258,23.37920938,30.7688728,35.5144547,30.98514138,16.67636688,12.46902693,18.57764735,39.94876598,28.68745603,27.80720573,28.14054786,16.54499791,32.83817899,36.19879126,42.89587498,15.57710225,32.9904876,41.20130328,33.16362171,54.61133455,35.09583033,34.26684458,30.21172827,36.20486427,33.63346291,23.64777386,30.82046673,38.01705528,37.03604052,42.95697573,27.44061939,33.44895134,44.21876617,33.43093892,34.86483669,18.88939723,49.55691925,24.17460867,38.35486764,22.47294375,32.97204484,18.00595538,45.20186612,37.6414279,31.55337324,39.22345876,26.5209869,29.15654811,31.3986562,32.96465508,42.03919101,35.37436176,37.63050827,38.40324599,32.98828836,,,,,,,
M8,14.71184012,21.64902419,7.710126701,17.93295435,31.18080242,28.52111647,28.95117571,11.14702005,32.97203681,33.40213773,24.29874545,25.94903473,34.00498724,26.19197743,15.43406831,41.85391608,36.49455394,28.37761345,31.02269762,19.17183976,20.35574045,35.69657675,33.03169429,38.50574891,14.28673923,12.32975033,22.50564182,30.31760538,19.1036112,18.64367085,11.9352204,19.4199849,17.8680146,40.21223667,38.32135266,13.29744526,29.66641275,33.96335131,33.66386276,44.43768459,40.85774435,19.65937608,30.80048644,39.03017135,17.14769693,38.12940946,38.94372301,36.97244579,47.7913415,39.62008639,34.73517734,41.18396902,35.06380118,29.02288014,35.4672286,24.65272616,40.75119399,29.55895584,34.5499441,11.16554354,33.66101754,11.78297274,50.15815492,32.77141971,37.6704514,40.92004379,40.3362809,32.91017284,38.23563873,19.2070615,42.23916863,25.56083789,35.3405499,43.94205765,28.21479256,40.69680445,,,,,,
P23,44.32070021,31.05835003,45.30669037,31.29917276,33.28159412,36.53571166,32.24346478,31.68406694,32.01955511,27.09215527,20.9672309,32.79917339,24.6614366,36.50286564,29.55330297,26.00236178,28.13025256,36.26422905,31.75351329,30.45957932,42.7658402,28.22845561,36.98916333,31.13593442,27.51801254,27.16879052,22.49889984,15.24762488,37.239286,39.36086029,25.27942811,30.67860306,25.38231372,16.47952545,15.56148235,11.05267512,29.06959603,9.666486811,32.89986155,15.8847507,15.2392981,35.27431869,23.65248431,27.36013909,38.08474984,28.19745431,12.63419957,22.45971247,11.87032291,30.24535328,21.85078693,22.17539964,28.01706568,32.2567282,13.22101154,22.53467011,18.51935493,27.08835109,28.007492,45.36383258,31.22763816,40.971979,18.50688878,12.20976156,34.21141679,25.97288303,25.72636973,18.69985204,29.67476072,52.32946306,18.44606515,40.90822031,24.77525582,28.53981438,28.32366708,12.45703319,17.82287522,,,,,
M21,35.3093897,46.44817768,21.95552255,29.76410445,35.67308124,41.17688491,50.59902655,14.67783555,44.81443903,48.84891371,33.59127223,44.2994548,30.9501703,51.83996368,25.40379537,45.00164713,38.17892057,51.51962173,47.48538394,18.98784557,39.38664612,38.10178196,51.57608508,48.80947076,28.7612584,21.0080935,19.01313376,26.65503753,29.42528833,40.77172737,17.20917761,34.37424254,15.54436949,47.59008681,28.28246552,15.34793868,42.70675537,21.08353532,51.63331917,40.41650092,35.72423322,32.12008223,32.32482829,37.53370326,26.40151406,34.52273956,20.98937949,32.18997001,30.37738322,43.77620208,33.41725375,41.21065975,40.93194672,50.70842367,38.20159134,26.91831427,49.50368494,37.53343971,25.97183841,23.39091746,37.34556781,22.83556349,39.66933554,30.81339917,44.17679644,39.47073227,47.54243344,23.58704005,26.70672367,26.52523505,22.78083672,27.11672703,34.33959073,52.35849342,41.53119025,33.75506403,34.65299738,33.93634041,,,,
P14,25.51539344,24.2194604,11.53451353,18.1567964,21.36876651,29.88828122,40.67722921,11.75678957,43.9650191,21.07317292,25.13711059,27.02810515,28.72016856,25.35778635,27.27935747,25.03623151,40.05568052,30.54986479,27.94679234,25.15364449,25.99230895,26.78165263,34.86682893,29.22265921,13.57520764,11.03855364,18.85536768,31.68323871,26.55491479,29.82510936,23.25170425,15.9466822,25.74869675,32.80442361,39.32690001,35.90593685,26.09887722,33.34915182,34.2095816,59.74845037,24.99266344,31.75897726,29.35410329,41.47781834,29.77040479,26.8888619,32.47763852,32.28616636,31.15165407,41.68941646,30.59375468,34.61274092,37.76959846,32.77127842,44.55802713,14.7301643,45.35073379,24.28979214,51.05179913,14.18595399,24.67206534,15.09062969,39.75225096,35.08074652,33.33801873,37.6003129,22.12366656,30.2511662,46.55142266,28.49895649,39.01005046,37.46937476,41.66654231,52.52825778,27.22849584,46.99950143,35.55492195,23.22189288,31.96765905,,,
M9,24.13791698,35.3752843,19.89612547,17.84225203,43.74117157,38.74565342,29.9469374,23.78411177,32.15437457,18.13407909,36.28884115,26.17412518,51.7899425,29.57688251,39.84848899,39.57630962,25.2749554,34.86581737,30.50922101,42.15373069,25.45597541,38.47258672,34.72935821,34.59244183,14.00396672,23.01473841,37.06285147,53.46353603,32.80052065,29.96448734,37.60940098,26.15589701,41.70944591,35.20718258,59.76771799,34.60274735,38.96514912,45.61334276,43.06907881,38.98548394,24.69603937,36.0468989,42.68494261,55.93439813,31.38403999,47.33527693,49.4027221,43.38689611,32.33239927,35.24550508,50.03299074,39.58461942,44.66505278,32.9237146,52.89979186,35.41349006,40.29671692,40.77184231,60.08084151,35.21770232,49.88287606,24.39210857,36.77603784,37.09392755,28.71806883,47.57192386,34.70683837,46.91071549,48.98578014,32.54421028,55.42186256,38.24772293,62.4409784,39.87291848,52.65687837,36.39247523,38.72131804,22.49499411,28.35179661,37.15620533,,
M12,40.39157567,46.59274157,25.49164007,30.68932985,39.90905806,41.19266872,48.5306082,14.36384216,45.37138495,44.25357588,29.31111184,46.52837575,28.16006275,51.01808248,29.41178655,34.35001822,43.48769057,57.7125091,39.84392287,30.35009013,50.54689387,36.41076504,61.79245207,38.76920931,26.08219682,23.85725095,22.88186257,27.12472417,31.19543929,46.01104325,26.68279362,31.30283122,22.2237939,31.01554661,35.95758889,12.92718586,40.08052232,21.57554044,45.02354204,40.53388146,36.23435662,35.81258621,42.21066569,44.17761125,34.37347459,35.64988281,23.57923209,30.57027402,27.65822935,52.28851636,35.07033855,33.72236877,42.63439836,37.30510926,27.01173287,28.10698829,42.55768198,34.44530231,38.70064615,31.43476855,45.46661414,31.45773028,35.39835633,26.98430935,45.21960162,43.1354051,34.15492256,29.49942355,44.10523622,36.9422129,32.03679074,36.49436046,47.56737939,42.26294101,43.21367542,34.6920752,36.28320449,45.05966061,55.22474743,42.85133915,37.28776405,
